pathway_name,pathway_source,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites
Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),SMPDB,4,HMDB0240251;HMDB0000123;HMDB0033934;HMDB0002104,52 (52),0.826,1
Methionine Cysteine metabolism,INOH,3,HMDB0000036;HMDB0033934;HMDB0000043,41 (45),0.833,1
Porphyrin and chlorophyll metabolism - Homo sapiens (human),KEGG,3,HMDB0000123;HMDB0000054;HMDB0001149,41 (143),0.833,1
S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,SMPDB,3,HMDB0000123;HMDB0033934;HMDB0000043,41 (42),0.833,1
Methionine Metabolism,SMPDB,3,HMDB0000123;HMDB0033934;HMDB0000043,41 (42),0.833,1
Methionine Adenosyltransferase Deficiency,SMPDB,3,HMDB0000123;HMDB0033934;HMDB0000043,41 (42),0.833,1
Glycine N-methyltransferase Deficiency,SMPDB,3,HMDB0000123;HMDB0033934;HMDB0000043,41 (42),0.833,1
Hypermethioninemia,SMPDB,3,HMDB0000123;HMDB0033934;HMDB0000043,41 (42),0.833,1
Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMPDB,3,HMDB0000123;HMDB0033934;HMDB0000043,41 (42),0.833,1
Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism_ cblG complementation type,SMPDB,3,HMDB0000123;HMDB0033934;HMDB0000043,41 (42),0.833,1
Cystathionine Beta-Synthase Deficiency,SMPDB,3,HMDB0000123;HMDB0033934;HMDB0000043,41 (42),0.833,1
Metabolic reprogramming in colon cancer,Wikipathways,2,HMDB0000123;HMDB0033934,29 (35),0.835,1
Glycogen synthetase deficiency,SMPDB,2,HMDB0006857;HMDB0000757,29 (29),0.835,1
Glycogenosis_ Type III. Cori disease_ Debrancher glycogenosis,SMPDB,2,HMDB0006857;HMDB0000757,29 (29),0.835,1
Mucopolysaccharidosis VI. Sly syndrome,SMPDB,2,HMDB0006857;HMDB0000757,29 (29),0.835,1
Sucrase-isomaltase deficiency,SMPDB,2,HMDB0006857;HMDB0000757,29 (29),0.835,1
Glycogenosis_ Type IV. Amylopectinosis_ Anderson disease,SMPDB,2,HMDB0006857;HMDB0000757,29 (29),0.835,1
Glycogenosis_ Type VI. Hers disease,SMPDB,2,HMDB0006857;HMDB0000757,29 (29),0.835,1
Ammonia Recycling,SMPDB,2,HMDB0000123;HMDB0033934,29 (29),0.835,1
Starch and Sucrose Metabolism,SMPDB,2,HMDB0006857;HMDB0000757,29 (29),0.835,1
TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc),Wikipathways,1,HMDB0003974,16 (19),0.838,1
Ethanol effects on histone modifications,Wikipathways,1,HMDB0000123,16 (21),0.838,1
Proximal tubule transport,Wikipathways,1,HMDB0000123,16 (28),0.838,1
cysteine biosynthesis,HumanCyc,1,HMDB0000043,16 (16),0.838,1
lysine degradation I (saccharopine pathway),HumanCyc,1,HMDB0000279,16 (16),0.838,1
Vitamin B6 (pyridoxine) metabolism,EHMN,1,HMDB0033934,16 (16),0.838,1
Starch and sucrose metabolism - Homo sapiens (human),KEGG,1,HMDB0006857,16 (37),0.838,1
Synthesis of 15-eicosatetraenoic acid derivatives,Reactome,1,HMDB0001043,16 (18),0.838,1
Ion channel transport,Reactome,1,HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,16 (22),0.838,1
Mitotic Prophase,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,16 (19),0.838,1
Nitrogen metabolism - Homo sapiens (human),KEGG,1,HMDB0033934,16 (19),0.838,1
nicotine degradation IV,HumanCyc,1,HMDB0001934,16 (28),0.838,1
Telomere C-strand (Lagging Strand) Synthesis,Reactome,1,HMDB0001342,16 (20),0.838,1
Extension of Telomeres,Reactome,1,HMDB0001342,16 (20),0.838,1
Telomere Maintenance,Reactome,1,HMDB0001342,16 (21),0.838,1
Chromosome Maintenance,Reactome,1,HMDB0001342,16 (22),0.838,1
Mycophenolic Acid Metabolism Pathway,SMPDB,1,HMDB0060650,16 (16),0.838,1
Pyruvate Carboxylase Deficiency,SMPDB,1,HMDB0000123,16 (17),0.838,1
Primary Hyperoxaluria Type I,SMPDB,1,HMDB0000123,16 (17),0.838,1
Desipramine Action Pathway,SMPDB,1,HMDB0015282,16 (16),0.838,1
Lactic Acidemia,SMPDB,1,HMDB0000123,16 (17),0.838,1
Alanine Metabolism,SMPDB,1,HMDB0000123,16 (17),0.838,1
3-Methylglutaconic Aciduria Type I,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Valine_ Leucine and Isoleucine Degradation,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Isovaleric Aciduria,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
3-Methylcrotonyl Coa Carboxylase Deficiency Type I,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Propionic Acidemia,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Maple Syrup Urine Disease,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Isobutyryl-coa dehydrogenase deficiency,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
3-hydroxyisobutyric aciduria,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
3-hydroxyisobutyric acid dehydrogenase deficiency,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Isovaleric acidemia,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Methylmalonate Semialdehyde Dehydrogenase Deficiency,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Methylmalonic Aciduria,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
3-Methylglutaconic Aciduria Type IV,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
3-Methylglutaconic Aciduria Type III,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Beta-Ketothiolase Deficiency,SMPDB,4,HMDB0001052;HMDB0006868;HMDB0000172;HMDB0000687,54 (58),0.847,1
Glycosaminoglycan metabolism,Reactome,2,HMDB0000290;HMDB0000304,30 (60),0.849,1
Organic cation/anion/zwitterion transport,Reactome,2,HMDB0015169;HMDB0015282,30 (35),0.849,1
Metabolism of ingested SeMet_ Sec_ MeSec into H2Se,Reactome,2,HMDB0000123;HMDB0033934,30 (33),0.849,1
Infection with Mycobacterium tuberculosis,Reactome,2,HMDB0001178;HMDB0033934,30 (55),0.849,1
Purine metabolism,Wikipathways,1,HMDB0000195,17 (36),0.856,1
Biogenic Amine Synthesis,Wikipathways,1,HMDB0000472,17 (18),0.856,1
mevalonate pathway,HumanCyc,1,HMDB0001090,17 (17),0.856,1
ceramide <i>de novo</i> biosynthesis,HumanCyc,1,HMDB0004949,17 (20),0.856,1
Citrate cycle (TCA cycle) - Homo sapiens (human),KEGG,1,HMDB0003974,17 (20),0.856,1
pyrimidine deoxyribonucleotides biosynthesis from CTP,HumanCyc,1,HMDB0001342,17 (17),0.856,1
S Phase,Reactome,1,HMDB0001342,17 (21),0.856,1
Vitamin B6 metabolism,INOH,1,HMDB0033934,17 (17),0.856,1
5-aminoimidazole ribonucleotide biosynthesis,HumanCyc,1,HMDB0000123,17 (17),0.856,1
Glucocorticoid biosynthesis,Reactome,1,HMDB0000015,17 (17),0.856,1
Synthesis of Dolichyl-phosphate,Reactome,1,HMDB0001090,17 (19),0.856,1
Mitochondrial Electron Transport Chain,SMPDB,1,HMDB0001060,17 (18),0.856,1
Citalopram Metabolism Pathway,SMPDB,1,HMDB0033934,17 (18),0.856,1
GLUT-1 deficiency syndrome,SMPDB,1,HMDB0035312,17 (19),0.856,1
Congenital disorder of glycosylation CDG-IId,SMPDB,1,HMDB0035312,17 (19),0.856,1
Methadone Action Pathway,SMPDB,1,HMDB0014477,17 (17),0.856,1
Lactose Synthesis,SMPDB,1,HMDB0035312,17 (19),0.856,1
Threonine and 2-Oxobutanoate Degradation,SMPDB,1,HMDB0033934,17 (19),0.856,1
Histidine metabolism,EHMN,3,HMDB0004181;HMDB0000123;HMDB0033934,43 (45),0.856,1
Prostaglandin formation from arachidonate,EHMN,3,HMDB0004080;HMDB0001043;HMDB0003208,43 (48),0.856,1
Trans-sulfuration and one-carbon metabolism,Wikipathways,2,HMDB0000123;HMDB0000043,31 (33),0.861,1
Vitamin B9 (folate) metabolism,EHMN,2,HMDB0000123;HMDB0033934,31 (35),0.861,1
Neurotransmitter clearance,Reactome,2,HMDB0015124;HMDB0033934,31 (33),0.861,1
superpathway of pyrimidine deoxyribonucleoside salvage,HumanCyc,2,HMDB0001342;HMDB0000189,31 (31),0.861,1
pyrimidine deoxyribonucleosides salvage,HumanCyc,2,HMDB0001342;HMDB0000189,31 (31),0.861,1
Tryptophan catabolism,Reactome,2,HMDB0000172;HMDB0000687,31 (34),0.861,1
Fructose and mannose metabolism - Homo sapiens (human),KEGG,2,HMDB0003539;HMDB0029931,31 (54),0.861,1
Sialuria or French Type Sialuria,SMPDB,2,HMDB0000290;HMDB0033934,31 (32),0.861,1
Sialuria or French Type Sialuria,SMPDB,2,HMDB0000290;HMDB0033934,31 (32),0.861,1
Amino Sugar Metabolism,SMPDB,2,HMDB0000290;HMDB0033934,31 (32),0.861,1
G(M2)-Gangliosidosis: Variant B_ Tay-sachs disease,SMPDB,2,HMDB0000290;HMDB0033934,31 (32),0.861,1
Tay-Sachs Disease,SMPDB,2,HMDB0000290;HMDB0033934,31 (32),0.861,1
Salla Disease/Infantile Sialic Acid Storage Disease,SMPDB,2,HMDB0000290;HMDB0033934,31 (32),0.861,1
Bile secretion - Homo sapiens (human),KEGG,9,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0002513#HMDB0010323;HMDB0000067;HMDB0015224#HMDB0031448;HMDB0002995;HMDB0000054;HMDB0000138,112 (161),0.866,1
superpathway of inositol phosphate compounds,HumanCyc,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,18 (26),0.871,1
Arginine biosynthesis - Homo sapiens (human),KEGG,1,HMDB0033934,18 (23),0.871,1
Phenylalanine_ tyrosine and tryptophan biosynthesis - Homo sapiens (human),KEGG,1,HMDB0012249,18 (34),0.871,1
Diseases of signal transduction by growth factor receptors and second messengers,Reactome,1,HMDB0000693,18 (71),0.871,1
Heme degradation,Reactome,1,HMDB0000054,18 (19),0.871,1
Caffeine metabolism - Homo sapiens (human),KEGG,1,HMDB0029198,18 (22),0.871,1
Synthesis of UDP-N-acetyl-glucosamine,Reactome,1,HMDB0000290,18 (21),0.871,1
Sialic acid metabolism,Reactome,1,HMDB0000290,18 (27),0.871,1
Carbamazepine Metabolism Pathway,SMPDB,1,HMDB0060673,18 (19),0.871,1
Cori Cycle,Wikipathways,1,HMDB0000757,18 (25),0.871,1
Disease,Reactome,7,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0033934;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0000123;HMDB0000693;HMDB0001178;HMDB0001342,91 (198),0.873,1
Nicotinate and nicotinamide metabolism - Homo sapiens (human),KEGG,2,HMDB0001240;HMDB0240264,32 (55),0.873,1
Anti-inflammatory response favouring Leishmania parasite infection,Reactome,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000123,32 (35),0.873,1
Leishmania parasite growth and survival,Reactome,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000123,32 (35),0.873,1
Glycolysis Gluconeogenesis,INOH,2,HMDB0035312;HMDB0000123,32 (34),0.873,1
Amino Acid metabolism,Wikipathways,7,HMDB0000725;HMDB0000123;HMDB0000172;HMDB0001052;HMDB0000472;HMDB0003349#HMDB0000528;HMDB0000687,92 (108),0.88,1
superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,HumanCyc,2,HMDB0001342;HMDB0003349#HMDB0000528,33 (34),0.884,1
Tyrosine metabolism - Homo sapiens (human),KEGG,4,HMDB0000318;HMDB0001229;HMDB0004366;HMDB0004067,58 (78),0.884,1
leucine degradation,HumanCyc,1,HMDB0000687,19 (20),0.885,1
Riboflavin and CoQ disorders,Wikipathways,1,HMDB0000244,19 (26),0.885,1
valine degradation,HumanCyc,1,HMDB0001052,19 (20),0.885,1
UMP biosynthesis,HumanCyc,1,HMDB0003349#HMDB0000528,19 (20),0.885,1
Linoleic acid (LA) metabolism,Reactome,1,HMDB0001976,19 (24),0.885,1
Parkinson disease - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,19 (21),0.885,1
purine nucleotides degradation,HumanCyc,1,HMDB0000195,19 (19),0.885,1
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,HumanCyc,1,HMDB0001342,19 (19),0.885,1
Hypophosphatasia,SMPDB,1,HMDB0033934,19 (20),0.885,1
Vitamin B6 Metabolism,SMPDB,1,HMDB0033934,19 (20),0.885,1
Ubiquinone Biosynthesis,SMPDB,1,HMDB0036062#HMDB0036064,19 (19),0.885,1
Riboflavin Metabolism,SMPDB,1,HMDB0000244,19 (19),0.885,1
Butyrate Metabolism,SMPDB,1,HMDB0001166,19 (19),0.885,1
Purine Nucleoside Phosphorylase Deficiency,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Xanthine Dehydrogenase Deficiency (Xanthinuria),SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Adenylosuccinate Lyase Deficiency,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
AICA-Ribosiduria,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Adenine phosphoribosyltransferase deficiency (APRT),SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Mitochondrial DNA depletion syndrome,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Myoadenylate deaminase deficiency,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Purine Metabolism,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Molybdenum Cofactor Deficiency,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Adenosine Deaminase Deficiency,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Gout or Kelley-Seegmiller Syndrome,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Lesch-Nyhan Syndrome (LNS),SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Xanthinuria type I,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Xanthinuria type II,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,70 (73),0.886,1
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),KEGG,3,HMDB0000123;HMDB0033934;HMDB0001166,46 (62),0.886,1
superpathway of tryptophan utilization,HumanCyc,4,HMDB0004095;HMDB0000472;HMDB0002281;HMDB0004259,59 (70),0.892,1
Metabolism of porphyrins,Reactome,2,HMDB0000054;HMDB0000123,34 (43),0.894,1
Cell Cycle_ Mitotic,Reactome,2,HMDB0001342;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,34 (40),0.894,1
2-Hydroxyglutric Aciduria (D And L Form),SMPDB,3,HMDB0000123;HMDB0001178;HMDB0033934,47 (49),0.895,1
Homocarnosinosis,SMPDB,3,HMDB0000123;HMDB0001178;HMDB0033934,47 (49),0.895,1
Hyperinsulinism-Hyperammonemia Syndrome,SMPDB,3,HMDB0000123;HMDB0001178;HMDB0033934,47 (49),0.895,1
Succinic semialdehyde dehydrogenase deficiency,SMPDB,3,HMDB0000123;HMDB0001178;HMDB0033934,47 (49),0.895,1
4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,SMPDB,3,HMDB0000123;HMDB0001178;HMDB0033934,47 (49),0.895,1
Glutamate Metabolism,SMPDB,3,HMDB0000123;HMDB0001178;HMDB0033934,47 (49),0.895,1
superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),HumanCyc,1,HMDB0001090,20 (21),0.898,1
Synthesis of very long-chain fatty acyl-CoAs,Reactome,1,HMDB0001043,20 (27),0.898,1
Omega-6 fatty acid metabolism,EHMN,1,HMDB0001043,20 (23),0.898,1
noradrenaline and adrenaline degradation,HumanCyc,1,HMDB0000318,20 (20),0.898,1
Phenylalanine metabolism,Reactome,1,HMDB0033934,20 (22),0.898,1
Terpenoid backbone biosynthesis - Homo sapiens (human),KEGG,1,HMDB0001090,20 (45),0.898,1
Metabolism of folate and pterines,Reactome,1,HMDB0000123,20 (25),0.898,1
Pathways of neurodegeneration - multiple diseases - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,20 (32),0.898,1
Thyroid hormone synthesis - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,20 (21),0.898,1
Imipramine Action Pathway,SMPDB,1,HMDB0015282,20 (20),0.898,1
Gamma-glutamyl-transpeptidase deficiency,SMPDB,1,HMDB0000123,20 (22),0.898,1
5-oxoprolinase deficiency,SMPDB,1,HMDB0000123,20 (22),0.898,1
Nicotine Metabolism Pathway,SMPDB,1,HMDB0001497,20 (22),0.898,1
Betaine Metabolism,SMPDB,1,HMDB0000043,20 (22),0.898,1
Gamma-Glutamyltransferase Deficiency,SMPDB,1,HMDB0000123,20 (22),0.898,1
Tamoxifen Action Pathway,SMPDB,1,HMDB0014813,20 (20),0.898,1
Glutathione Metabolism,SMPDB,1,HMDB0000123,20 (22),0.898,1
Glutathione Synthetase Deficiency,SMPDB,1,HMDB0000123,20 (22),0.898,1
Tamoxifen Metabolism Pathway,SMPDB,1,HMDB0014813,20 (20),0.898,1
5-Oxoprolinuria,SMPDB,1,HMDB0000123,20 (22),0.898,1
fatty acid &beta;-oxidation,HumanCyc,4,HMDB0062259;HMDB0001166;HMDB0000944;HMDB0003944,60 (84),0.9,1
Disulfiram Action Pathway,SMPDB,5,HMDB0001229;HMDB0000318;HMDB0033934;HMDB0002281;HMDB0004067,72 (77),0.9,1
Pyrimidine metabolism,Wikipathways,2,HMDB0001342;HMDB0003349#HMDB0000528,35 (40),0.903,1
Metabolism of RNA,Reactome,2,HMDB0001495;HMDB0033934,35 (77),0.903,1
Cell Cycle,Reactome,2,HMDB0001342;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,35 (44),0.903,1
fatty acid &beta;-oxidation (peroxisome),HumanCyc,4,HMDB0062259;HMDB0001166;HMDB0000944;HMDB0003944,61 (85),0.907,1
Heparan sulfate/heparin (HS-GAG) metabolism,Reactome,1,HMDB0000290,21 (34),0.909,1
folate transformations,HumanCyc,1,HMDB0000123,21 (21),0.909,1
Glucagon signaling pathway - Homo sapiens (human),KEGG,1,HMDB0000757,21 (26),0.909,1
Glutathione metabolism - Homo sapiens (human),KEGG,1,HMDB0000123,21 (38),0.909,1
Neurotransmitter receptors and postsynaptic signal transmission,Reactome,1,HMDB0000123,21 (24),0.909,1
arsenate detoxification I (glutaredoxin),HumanCyc,1,HMDB0000195,21 (24),0.909,1
Pyrimidine biosynthesis,Reactome,1,HMDB0003349#HMDB0000528,21 (22),0.909,1
Extracellular matrix organization,Reactome,1,HMDB0033934,21 (30),0.909,1
Ferroptosis - Homo sapiens (human),KEGG,1,HMDB0001043,21 (31),0.909,1
Butanoate metabolism,INOH,1,HMDB0062259,21 (23),0.909,1
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Reactome,1,HMDB0000195,21 (21),0.909,1
TCA cycle,EHMN,2,HMDB0003974;HMDB0000189,36 (36),0.912,1
Purine metabolism and related disorders,Wikipathways,1,HMDB0000195,22 (49),0.919,1
superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,HumanCyc,1,HMDB0003349#HMDB0000528,22 (23),0.919,1
M Phase,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,22 (26),0.919,1
cAMP signaling pathway - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,22 (25),0.919,1
Glutamate and glutamine metabolism,Reactome,1,HMDB0002104,22 (24),0.919,1
Metabolism overview,Wikipathways,5,HMDB0062259;HMDB0000757;HMDB0033934;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0003944,76 (114),0.924,1
Propanoate metabolism - Homo sapiens (human),KEGG,2,HMDB0000863;HMDB0000820,38 (48),0.927,1
Disorders of Folate Metabolism and Transport,Wikipathways,1,HMDB0000123,23 (26),0.927,1
Signaling by Retinoic Acid,Reactome,1,HMDB0006216,23 (26),0.927,1
Aspartate and asparagine metabolism,Reactome,1,HMDB0033934,23 (24),0.927,1
Latent infection - Other responses of Mtb to phagocytosis,Reactome,1,HMDB0033934,23 (43),0.927,1
Purine nucleotides nucleosides metabolism,INOH,5,HMDB0001178;HMDB0000195;HMDB0000123;HMDB0033934;HMDB0000189,77 (80),0.929,1
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),Reactome,2,HMDB0001043;HMDB0003208,39 (50),0.933,1
Drug metabolism - other enzymes - Homo sapiens (human),KEGG,2,HMDB0060428;HMDB0060411,39 (52),0.933,1
Alanine Aspartate Asparagine metabolism,INOH,2,HMDB0000123;HMDB0033934,39 (45),0.933,1
Purine metabolism - Homo sapiens (human),KEGG,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,78 (95),0.934,1
Mercaptopurine Action Pathway,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,78 (84),0.934,1
De novo fatty acid biosynthesis,EHMN,1,HMDB0000944,24 (59),0.935,1
Gamma carboxylation_ hypusine formation and arylsulfatase activation,Reactome,1,HMDB0030020,24 (34),0.935,1
Heme biosynthesis,Reactome,1,HMDB0000123,24 (33),0.935,1
Familial lipoprotein lipase deficiency,SMPDB,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,24 (24),0.935,1
Glycerolipid Metabolism,SMPDB,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,24 (24),0.935,1
Glycerol Kinase Deficiency,SMPDB,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,24 (24),0.935,1
D-glyceric acidura,SMPDB,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,24 (24),0.935,1
Pyrimidine nucleotides nucleosides metabolism,INOH,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,53 (56),0.935,1
Thioguanine Action Pathway,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,79 (85),0.938,1
Histidine Metabolism,SMPDB,2,HMDB0004181;HMDB0033934,40 (40),0.939,1
Histidinemia,SMPDB,2,HMDB0004181;HMDB0033934,40 (40),0.939,1
VEGFA-VEGFR2 Pathway,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,25 (26),0.942,1
Signaling by VEGF,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,25 (26),0.942,1
Alanine_ aspartate and glutamate metabolism - Homo sapiens (human),KEGG,1,HMDB0033934,25 (28),0.942,1
Glutathione conjugation,Reactome,1,HMDB0000123,25 (31),0.942,1
Azathioprine Action Pathway,SMPDB,5,HMDB0000123;HMDB0000195;HMDB0001178;HMDB0033934;HMDB0000189,80 (86),0.942,1
Generic Transcription Pathway,Reactome,2,HMDB0000234;HMDB0001547,41 (55),0.945,1
Nicotinate Nicotinamide metabolism,INOH,1,HMDB0001178,26 (26),0.948,1
Cysteine Metabolism,SMPDB,1,HMDB0033934,26 (26),0.948,1
Beta-mercaptolactate-cysteine disulfiduria,SMPDB,1,HMDB0033934,26 (26),0.948,1
Citalopram Action Pathway,SMPDB,1,HMDB0033934,26 (27),0.948,1
Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,SMPDB,1,HMDB0000848,26 (26),0.948,1
Cystinosis_ ocular nonnephropathic,SMPDB,1,HMDB0033934,26 (26),0.948,1
Pyrimidine metabolism,EHMN,4,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934;HMDB0000189,69 (77),0.949,1
MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMPDB,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1
Pyrimidine Metabolism,SMPDB,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1
UMP Synthase Deiciency (Orotic Aciduria),SMPDB,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1
Beta Ureidopropionase Deficiency,SMPDB,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1
Dihydropyrimidinase Deficiency,SMPDB,3,HMDB0001342;HMDB0003349#HMDB0000528;HMDB0033934,56 (57),0.95,1
mitochondrial fatty acid beta-oxidation of saturated fatty acids,Reactome,2,HMDB0062259;HMDB0003944,42 (42),0.95,1
Glutaminolysis and Cancer,SMPDB,2,HMDB0033934;HMDB0000687,42 (44),0.95,1
Signaling by Nuclear Receptors,Reactome,2,HMDB0000145;HMDB0006216,42 (49),0.95,1
ESR-mediated signaling,Reactome,1,HMDB0000145,27 (30),0.954,1
Fatty acid elongation - Homo sapiens (human),KEGG,1,HMDB0003944,27 (40),0.954,1
Ornithine Transcarbamylase Deficiency (OTC Deficiency),SMPDB,1,HMDB0033934,27 (27),0.954,1
Argininemia,SMPDB,1,HMDB0033934,27 (27),0.954,1
